characteristics_id,category,subcategory,subsubcategory,pearson_r,pearson_p,spearman_rho,spearman_p,n,significant,full_name,short_name
167,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$90,000 to $99,999",-0.1262,0.019555,-0.0987,0.068218,342,True,"Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data → With total income → $90,000 to $99,999","$90,000 to $99,999"
1670,Total - Admission category and applicant type for the immigrant population in private households who were admitted between 1980 and 2021 - 25% sample data,Economic immigrants,,-0.212,7.8e-05,-0.1941,0.000305,342,True,Total - Admission category and applicant type for the immigrant population in private households who were admitted between 1980 and 2021 - 25% sample data → Economic immigrants,Economic immigrants
1671,Total - Admission category and applicant type for the immigrant population in private households who were admitted between 1980 and 2021 - 25% sample data,Economic immigrants,Principal applicants,-0.3093,0.0,-0.3072,0.0,342,True,Total - Admission category and applicant type for the immigrant population in private households who were admitted between 1980 and 2021 - 25% sample data → Economic immigrants → Principal applicants,Principal applicants
1672,Total - Admission category and applicant type for the immigrant population in private households who were admitted between 1980 and 2021 - 25% sample data,Economic immigrants,Secondary applicants,-0.1026,0.058093,-0.108,0.045964,342,False,Total - Admission category and applicant type for the immigrant population in private households who were admitted between 1980 and 2021 - 25% sample data → Economic immigrants → Secondary applicants,Secondary applicants
1673,Total - Admission category and applicant type for the immigrant population in private households who were admitted between 1980 and 2021 - 25% sample data,Immigrants sponsored by family,,0.2157,5.8e-05,0.1958,0.00027,342,True,Total - Admission category and applicant type for the immigrant population in private households who were admitted between 1980 and 2021 - 25% sample data → Immigrants sponsored by family,Immigrants sponsored by family
1674,Total - Admission category and applicant type for the immigrant population in private households who were admitted between 1980 and 2021 - 25% sample data,Refugees,,0.0455,0.40139,0.0625,0.248719,342,False,Total - Admission category and applicant type for the immigrant population in private households who were admitted between 1980 and 2021 - 25% sample data → Refugees,Refugees
1675,Total - Admission category and applicant type for the immigrant population in private households who were admitted between 1980 and 2021 - 25% sample data,Other immigrants,,0.2827,0.0,0.2843,0.0,342,True,Total - Admission category and applicant type for the immigrant population in private households who were admitted between 1980 and 2021 - 25% sample data → Other immigrants,Other immigrants
1676,Total - Pre-admission experience for the immigrant population in private households who were admitted between 1980 and 2021 - 25% sample data,,,,,,,342,False,Total - Pre-admission experience for the immigrant population in private households who were admitted between 1980 and 2021 - 25% sample data,Total - Pre-admission experience for the immigrant population in private households who were admitted between 1980 and 2021 - 25% sample data
1677,Total - Pre-admission experience for the immigrant population in private households who were admitted between 1980 and 2021 - 25% sample data,Asylum claim before admission,,0.2079,0.000107,0.217,5.2e-05,342,True,Total - Pre-admission experience for the immigrant population in private households who were admitted between 1980 and 2021 - 25% sample data → Asylum claim before admission,Asylum claim before admission
1678,Total - Pre-admission experience for the immigrant population in private households who were admitted between 1980 and 2021 - 25% sample data,Work permits only before admission,,-0.0423,0.436031,-0.1212,0.025023,342,False,Total - Pre-admission experience for the immigrant population in private households who were admitted between 1980 and 2021 - 25% sample data → Work permits only before admission,Work permits only before admission
1679,Total - Pre-admission experience for the immigrant population in private households who were admitted between 1980 and 2021 - 25% sample data,Study permits only before admission,,-0.2981,0.0,-0.3099,0.0,342,True,Total - Pre-admission experience for the immigrant population in private households who were admitted between 1980 and 2021 - 25% sample data → Study permits only before admission,Study permits only before admission
168,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$100,000 and over",-0.0963,0.075472,-0.0923,0.088321,342,False,"Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data → With total income → $100,000 and over","$100,000 and over"
1680,Total - Pre-admission experience for the immigrant population in private households who were admitted between 1980 and 2021 - 25% sample data,Work and study permits before admission,,-0.2813,0.0,-0.3356,0.0,342,True,Total - Pre-admission experience for the immigrant population in private households who were admitted between 1980 and 2021 - 25% sample data → Work and study permits before admission,Work and study permits before admission
1681,Total - Pre-admission experience for the immigrant population in private households who were admitted between 1980 and 2021 - 25% sample data,Other permits before admission,,-0.0069,0.899333,-0.0522,0.33627,342,False,Total - Pre-admission experience for the immigrant population in private households who were admitted between 1980 and 2021 - 25% sample data → Other permits before admission,Other permits before admission
1682,Total - Pre-admission experience for the immigrant population in private households who were admitted between 1980 and 2021 - 25% sample data,No pre-admission experience,,0.0993,0.066491,0.1196,0.026978,342,False,Total - Pre-admission experience for the immigrant population in private households who were admitted between 1980 and 2021 - 25% sample data → No pre-admission experience,No pre-admission experience
1683,Total - Visible minority for the population in private households - 25% sample data,,,,,,,342,False,Total - Visible minority for the population in private households - 25% sample data,Total - Visible minority for the population in private households - 25% sample data
1684,Total - Visible minority for the population in private households - 25% sample data,Total visible minority population,,0.4048,0.0,0.3523,0.0,342,True,Total - Visible minority for the population in private households - 25% sample data → Total visible minority population,Total visible minority population
